DATE,M2
2003-12-15,6066.9
2003-12-22,6069.3
2003-12-29,6066.0
2004-01-05,6066.0
2004-01-12,6064.5
2004-01-19,6069.4
2004-01-26,6083.8
2004-02-02,6097.6
2004-02-09,6097.3
2004-02-16,6116.2
2004-02-23,6120.5
2004-03-01,6130.2
2004-03-08,6125.1
2004-03-15,6140.9
2004-03-22,6161.2
2004-03-29,6168.7
2004-04-05,6174.3
2004-04-12,6172.7
2004-04-19,6176.3
2004-04-26,6208.6
2004-05-03,6239.3
2004-05-10,6260.4
2004-05-17,6282.1
2004-05-24,6269.0
2004-05-31,6272.3
2004-06-07,6262.9
2004-06-14,6272.3
2004-06-21,6273.5
2004-06-28,6272.3
2004-07-05,6269.5
2004-07-12,6282.3
2004-07-19,6280.9
2004-07-26,6291.1
2004-08-02,6294.7
2004-08-09,6298.8
2004-08-16,6314.4
2004-08-23,6318.3
2004-08-30,6311.1
2004-09-06,6321.4
2004-09-13,6333.7
2004-09-20,6354.4
2004-09-27,6361.8
2004-10-04,6354.3
2004-10-11,6361.6
2004-10-18,6368.0
2004-10-25,6381.0
2004-11-01,6394.8
2004-11-08,6387.6
2004-11-15,6400.2
2004-11-22,6406.6
2004-11-29,6403.0
2004-12-06,6405.9
2004-12-13,6412.5
2004-12-20,6429.1
2004-12-27,6432.2
2005-01-03,6387.9
2005-01-10,6397.5
2005-01-17,6416.3
2005-01-24,6418.5
2005-01-31,6415.3
2005-02-07,6425.6
2005-02-14,6426.2
2005-02-21,6440.7
2005-02-28,6437.6
2005-03-07,6432.2
2005-03-14,6435.2
2005-03-21,6444.0
2005-03-28,6451.0
2005-04-04,6449.4
2005-04-11,6448.7
2005-04-18,6456.7
2005-04-25,6458.6
2005-05-02,6464.9
2005-05-09,6472.8
2005-05-16,6472.0
2005-05-23,6475.9
2005-05-30,6472.4
2005-06-06,6484.2
2005-06-13,6494.0
2005-06-20,6514.8
2005-06-27,6521.4
2005-07-04,6516.4
2005-07-11,6518.8
2005-07-18,6534.9
2005-07-25,6547.8
2005-08-01,6562.5
2005-08-08,6558.3
2005-08-15,6566.0
2005-08-22,6579.3
2005-08-29,6572.0
2005-09-05,6586.8
2005-09-12,6591.8
2005-09-19,6607.7
2005-09-26,6616.9
2005-10-03,6617.6
2005-10-10,6627.8
2005-10-17,6643.8
2005-10-24,6648.1
2005-10-31,6641.4
2005-11-07,6642.9
2005-11-14,6650.2
2005-11-21,6666.0
2005-11-28,6655.8
2005-12-05,6665.0
2005-12-12,6671.3
2005-12-19,6683.1
2005-12-26,6690.3
2006-01-02,6696.1
2006-01-09,6713.8
2006-01-16,6726.2
2006-01-23,6736.4
2006-01-30,6725.4
2006-02-06,6728.1
2006-02-13,6733.6
2006-02-20,6757.1
2006-02-27,6767.6
2006-03-06,6765.1
2006-03-13,6750.7
2006-03-20,6759.7
2006-03-27,6769.9
2006-04-03,6769.3
2006-04-10,6785.1
2006-04-17,6803.7
2006-04-24,6814.8
2006-05-01,6809.0
2006-05-08,6788.4
2006-05-15,6803.6
2006-05-22,6815.8
2006-05-29,6813.0
2006-06-05,6820.6
2006-06-12,6832.0
2006-06-19,6843.6
2006-06-26,6863.6
2006-07-03,6863.3
2006-07-10,6882.6
2006-07-17,6890.6
2006-07-24,6894.1
2006-07-31,6885.6
2006-08-07,6896.4
2006-08-14,6904.7
2006-08-21,6929.3
2006-08-28,6927.6
2006-09-04,6936.1
2006-09-11,6935.4
2006-09-18,6938.1
2006-09-25,6949.6
2006-10-02,6961.1
2006-10-09,6986.0
2006-10-16,6993.7
2006-10-23,7000.4
2006-10-30,6998.1
2006-11-06,7007.8
2006-11-13,7013.2
2006-11-20,7027.8
2006-11-27,7050.9
2006-12-04,7046.3
2006-12-11,7051.7
2006-12-18,7062.6
2006-12-25,7089.1
2007-01-01,7097.0
2007-01-08,7098.2
2007-01-15,7115.9
2007-01-22,7111.8
2007-01-29,7107.8
2007-02-05,7115.8
2007-02-12,7116.9
2007-02-19,7122.2
2007-02-26,7140.1
2007-03-05,7124.0
2007-03-12,7134.1
2007-03-19,7148.7
2007-03-26,7186.2
2007-04-02,7199.4
2007-04-09,7215.4
2007-04-16,7234.2
2007-04-23,7249.2
2007-04-30,7231.8
2007-05-07,7235.3
2007-05-14,7237.4
2007-05-21,7249.6
2007-05-28,7249.1
2007-06-04,7257.3
2007-06-11,7266.9
2007-06-18,7276.3
2007-06-25,7285.9
2007-07-02,7298.3
2007-07-09,7292.9
2007-07-16,7304.3
2007-07-23,7313.3
2007-07-30,7319.3
2007-08-06,7336.3
2007-08-13,7356.0
2007-08-20,7393.0
2007-08-27,7430.1
2007-09-03,7409.1
2007-09-10,7397.2
2007-09-17,7401.7
2007-09-24,7399.5
2007-10-01,7409.5
2007-10-08,7416.0
2007-10-15,7405.0
2007-10-22,7406.1
2007-10-29,7436.4
2007-11-05,7422.5
2007-11-12,7421.8
2007-11-19,7440.7
2007-11-26,7466.0
2007-12-03,7454.6
2007-12-10,7466.5
2007-12-17,7469.7
2007-12-24,7474.0
2007-12-31,7481.3
2008-01-07,7477.4
2008-01-14,7472.6
2008-01-21,7504.1
2008-01-28,7538.5
2008-02-04,7567.0
2008-02-11,7576.0
2008-02-18,7578.3
2008-02-25,7609.8
2008-03-03,7619.9
2008-03-10,7632.6
2008-03-17,7657.5
2008-03-24,7672.5
2008-03-31,7673.9
2008-04-07,7692.8
2008-04-14,7694.9
2008-04-21,7719.8
2008-04-28,7688.8
2008-05-05,7687.2
2008-05-12,7700.9
2008-05-19,7707.9
2008-05-26,7728.2
2008-06-02,7725.2
2008-06-09,7722.8
2008-06-16,7725.2
2008-06-23,7734.4
2008-06-30,7729.9
2008-07-07,7751.7
2008-07-14,7762.6
2008-07-21,7789.3
2008-07-28,7787.1
2008-08-04,7789.0
2008-08-11,7794.8
2008-08-18,7785.0
2008-08-25,7791.7
2008-09-01,7784.8
2008-09-08,7765.7
2008-09-15,7781.4
2008-09-22,7942.2
2008-09-29,7949.4
2008-10-06,7918.3
2008-10-13,7960.8
2008-10-20,8004.4
2008-10-27,7976.8
2008-11-03,7969.8
2008-11-10,7983.4
2008-11-17,8001.6
2008-11-24,8030.3
2008-12-01,8086.7
2008-12-08,8144.0
2008-12-15,8184.8
2008-12-22,8214.2
2008-12-29,8229.5
2009-01-05,8261.5
2009-01-12,8256.8
2009-01-19,8270.4
2009-01-26,8295.9
2009-02-02,8293.1
2009-02-09,8296.5
2009-02-16,8301.1
2009-02-23,8303.9
2009-03-02,8326.0
2009-03-09,8362.8
2009-03-16,8397.0
2009-03-23,8384.9
2009-03-30,8352.4
2009-04-06,8353.7
2009-04-13,8363.1
2009-04-20,8375.5
2009-04-27,8383.3
2009-05-04,8412.1
2009-05-11,8426.7
2009-05-18,8427.9
2009-05-25,8441.3
2009-06-01,8442.3
2009-06-08,8452.5
2009-06-15,8452.2
2009-06-22,8443.6
2009-06-29,8416.6
2009-07-06,8432.6
2009-07-13,8435.6
2009-07-20,8447.9
2009-07-27,8463.7
2009-08-03,8448.0
2009-08-10,8456.1
2009-08-17,8457.5
2009-08-24,8431.0
2009-08-31,8435.6
2009-09-07,8437.0
2009-09-14,8449.1
2009-09-21,8447.1
2009-09-28,8444.3
2009-10-05,8448.3
2009-10-12,8462.0
2009-10-19,8477.2
2009-10-26,8483.9
2009-11-02,8482.5
2009-11-09,8497.9
2009-11-16,8504.0
2009-11-23,8504.9
2009-11-30,8504.9
2009-12-07,8518.5
2009-12-14,8508.6
2009-12-21,8495.4
2009-12-28,8482.2
2010-01-04,8451.6
2010-01-11,8444.8
2010-01-18,8448.4
2010-01-25,8466.9
2010-02-01,8481.3
2010-02-08,8486.8
2010-02-15,8521.3
2010-02-22,8520.5
2010-03-01,8507.9
2010-03-08,8498.9
2010-03-15,8503.8
2010-03-22,8502.9
2010-03-29,8510.3
2010-04-05,8520.7
2010-04-12,8528.0
2010-04-19,8522.3
2010-04-26,8550.0
2010-05-03,8566.6
2010-05-10,8576.9
2010-05-17,8600.1
2010-05-24,8586.0
2010-05-31,8609.8
2010-06-07,8609.5
2010-06-14,8597.7
2010-06-21,8619.4
2010-06-28,8619.0
2010-07-05,8586.8
2010-07-12,8608.7
2010-07-19,8615.2
2010-07-26,8636.8
2010-08-02,8648.6
2010-08-09,8661.6
2010-08-16,8669.4
2010-08-23,8669.9
2010-08-30,8681.4
2010-09-06,8686.6
2010-09-13,8696.7
2010-09-20,8696.2
2010-09-27,8710.1
2010-10-04,8726.9
2010-10-11,8746.6
2010-10-18,8753.1
2010-10-25,8754.4
2010-11-01,8759.6
2010-11-08,8757.5
2010-11-15,8762.9
2010-11-22,8774.2
2010-11-29,8787.1
2010-12-06,8784.0
2010-12-13,8796.7
2010-12-20,8803.3
2010-12-27,8823.5
2011-01-03,8800.1
2011-01-10,8821.7
2011-01-17,8866.0
2011-01-24,8833.5
2011-01-31,8850.0
2011-02-07,8869.4
2011-02-14,8877.3
2011-02-21,8891.4
2011-02-28,8898.7
2011-03-07,8911.3
2011-03-14,8914.2
2011-03-21,8933.4
2011-03-28,8944.3
2011-04-04,8953.4
2011-04-11,8963.5
2011-04-18,8983.3
2011-04-25,9018.2
2011-05-02,9031.6
2011-05-09,9030.1
2011-05-16,9040.1
2011-05-23,9042.4
2011-05-30,9057.5
2011-06-06,9059.1
2011-06-13,9074.1
2011-06-20,9117.1
2011-06-27,9196.1
2011-07-04,9242.8
2011-07-11,9253.6
2011-07-18,9280.0
2011-07-25,9320.5
2011-08-01,9467.0
2011-08-08,9493.1
2011-08-15,9522.1
2011-08-22,9550.4
2011-08-29,9550.0
2011-09-05,9548.1
2011-09-12,9542.8
2011-09-19,9539.0
2011-09-26,9566.4
2011-10-03,9576.0
2011-10-10,9583.7
2011-10-17,9592.6
2011-10-24,9573.0
2011-10-31,9591.8
2011-11-07,9615.5
2011-11-14,9633.5
2011-11-21,9620.9
2011-11-28,9627.9
2011-12-05,9638.4
2011-12-12,9659.7
2011-12-19,9651.4
2011-12-26,9652.2
2012-01-02,9729.3
2012-01-09,9736.5
2012-01-16,9745.9
2012-01-23,9741.7
2012-01-30,9748.8
2012-02-06,9764.3
2012-02-13,9784.8
2012-02-20,9790.9
2012-02-27,9792.5
2012-03-05,9814.0
2012-03-12,9823.7
2012-03-19,9818.2
2012-03-26,9839.0
2012-04-02,9862.0
2012-04-09,9878.5
2012-04-16,9893.2
2012-04-23,9877.0
2012-04-30,9898.2
2012-05-07,9912.6
2012-05-14,9910.3
2012-05-21,9918.8
2012-05-28,9918.9
2012-06-04,9932.7
2012-06-11,9984.8
2012-06-18,9987.5
2012-06-25,9994.1
2012-07-02,10020.6
2012-07-09,10043.5
2012-07-16,10064.2
2012-07-23,10060.1
2012-07-30,10078.4
2012-08-06,10091.2
2012-08-13,10128.2
2012-08-20,10125.7
2012-08-27,10147.8
2012-09-03,10174.9
2012-09-10,10193.1
2012-09-17,10214.3
2012-09-24,10209.6
2012-10-01,10258.4
2012-10-08,10256.8
2012-10-15,10264.2
2012-10-22,10256.5
2012-10-29,10300.7
2012-11-05,10349.0
2012-11-12,10319.6
2012-11-19,10310.0
2012-11-26,10333.9
2012-12-03,10374.1
2012-12-10,10406.4
2012-12-17,10453.2
2012-12-24,10483.5
2012-12-31,10527.0
2013-01-07,10513.0
2013-01-14,10485.3
2013-01-21,10467.2
2013-01-28,10474.9
2013-02-04,10471.6
2013-02-11,10485.1
2013-02-18,10468.1
2013-02-25,10480.3
2013-03-04,10514.9
2013-03-11,10525.3
2013-03-18,10543.4
2013-03-25,10560.9
2013-04-01,10609.8
2013-04-08,10577.3
2013-04-15,10587.2
2013-04-22,10585.1
2013-04-29,10596.7
2013-05-06,10605.6
2013-05-13,10620.7
2013-05-20,10617.1
2013-05-27,10635.1
2013-06-03,10653.3
2013-06-10,10672.0
2013-06-17,10672.2
2013-06-24,10668.1
2013-07-01,10720.2
2013-07-08,10696.9
2013-07-15,10724.7
2013-07-22,10749.8
2013-07-29,10760.1
2013-08-05,10771.8
2013-08-12,10786.7
2013-08-19,10777.1
2013-08-26,10809.5
2013-09-02,10824.5
2013-09-09,10816.8
2013-09-16,10818.5
2013-09-23,10853.1
2013-09-30,10901.3
2013-10-07,10905.7
2013-10-14,10942.9
2013-10-21,11001.3
2013-10-28,10980.7
2013-11-04,10963.0
2013-11-11,10945.5
2013-11-18,10951.3
2013-11-25,10979.1
2013-12-02,10998.9
2013-12-09,11016.3
2013-12-16,11019.3
2013-12-23,11041.3
2013-12-30,11039.3
2014-01-06,11048.7
2014-01-13,11047.4
2014-01-20,11077.7
2014-01-27,11114.8
2014-02-03,11112.9
2014-02-10,11148.6
2014-02-17,11180.1
2014-02-24,11175.5
2014-03-03,11162.7
2014-03-10,11180.9
2014-03-17,11200.8
2014-03-24,11223.2
2014-03-31,11224.2
2014-04-07,11228.3
2014-04-14,11249.6
2014-04-21,11252.5
2014-04-28,11296.0
2014-05-05,11298.3
2014-05-12,11309.9
2014-05-19,11311.5
2014-05-26,11347.5
2014-06-02,11377.7
2014-06-09,11360.7
2014-06-16,11369.7
2014-06-23,11386.0
2014-06-30,11404.8
2014-07-07,11398.2
2014-07-14,11430.4
2014-07-21,11454.3
2014-07-28,11469.8
2014-08-04,11471.2
2014-08-11,11449.2
2014-08-18,11464.3
2014-08-25,11479.2
2014-09-01,11492.0
2014-09-08,11482.2
2014-09-15,11498.7
2014-09-22,11508.5
2014-09-29,11526.5
2014-10-06,11541.5
2014-10-13,11539.8
2014-10-20,11568.8
2014-10-27,11603.6
2014-11-03,11564.3
2014-11-10,11595.0
2014-11-17,11596.4
2014-11-24,11606.3
2014-12-01,11638.0
2014-12-08,11655.5
2014-12-15,11672.9
2014-12-22,11692.3
2014-12-29,11705.2
2015-01-05,11690.0
2015-01-12,11716.2
2015-01-19,11726.8
2015-01-26,11769.2
2015-02-02,11829.2
2015-02-09,11837.5
2015-02-16,11858.6
2015-02-23,11888.1
2015-03-02,11895.1
2015-03-09,11867.9
2015-03-16,11876.8
2015-03-23,11880.8
2015-03-30,11892.9
2015-04-06,11922.0
2015-04-13,11931.5
2015-04-20,11937.3
2015-04-27,11925.9
2015-05-04,11929.2
2015-05-11,11943.1
2015-05-18,11955.2
2015-05-25,11980.5
2015-06-01,11993.6
2015-06-08,11973.3
2015-06-15,11984.8
2015-06-22,12024.2
2015-06-29,12042.2
2015-07-06,12061.0
2015-07-13,12052.1
2015-07-20,12054.6
2015-07-27,12070.8
2015-08-03,12059.6
2015-08-10,12080.1
2015-08-17,12112.4
2015-08-24,12130.5
2015-08-31,12140.9
2015-09-07,12141.2
2015-09-14,12164.5
2015-09-21,12187.3
2015-09-28,12171.3
2015-10-05,12164.0
2015-10-12,12164.7
2015-10-19,12170.8
2015-10-26,12230.2
2015-11-02,12270.6
2015-11-09,12275.0
2015-11-16,12286.5
2015-11-23,12297.6
2015-11-30,12293.6
2015-12-07,12305.6
2015-12-14,12320.3
2015-12-21,12370.4
2015-12-28,12368.6
2016-01-04,12355.3
2016-01-11,12454.7
2016-01-18,12466.2
2016-01-25,12504.7
2016-02-01,12530.7
2016-02-08,12502.7
2016-02-15,12546.7
2016-02-22,12571.9
2016-02-29,12568.8
2016-03-07,12573.8
2016-03-14,12579.7
2016-03-21,12614.8
2016-03-28,12654.7
2016-04-04,12655.6
2016-04-11,12668.1
2016-04-18,12689.7
2016-04-25,12729.1
2016-05-02,12754.0
2016-05-09,12757.0
2016-05-16,12765.8
2016-05-23,12785.3
2016-05-30,12770.2
2016-06-06,12788.1
2016-06-13,12836.0
2016-06-20,12852.5
2016-06-27,12857.5
2016-07-04,12853.3
2016-07-11,12866.3
2016-07-18,12890.8
2016-07-25,12916.2
2016-08-01,12940.3
2016-08-08,12959.0
2016-08-15,12970.7
2016-08-22,12998.3
2016-08-29,13002.0
2016-09-05,13012.2
2016-09-12,13047.8
2016-09-19,13043.9
2016-09-26,13057.4
2016-10-03,13055.4
2016-10-10,13110.9
2016-10-17,13107.3
2016-10-24,13116.5
2016-10-31,13141.6
2016-11-07,13135.0
2016-11-14,13176.0
2016-11-21,13213.3
2016-11-28,13203.1
2016-12-05,13202.9
2016-12-12,13205.1
2016-12-19,13211.4
2016-12-26,13216.7
2017-01-02,13227.6
2017-01-09,13270.5
2017-01-16,13287.4
2017-01-23,13306.0
2017-01-30,13303.0
2017-02-06,13327.4
2017-02-13,13338.2
2017-02-20,13355.6
2017-02-27,13389.1
2017-03-06,13385.3
2017-03-13,13420.4
2017-03-20,13436.5
2017-03-27,13445.4
2017-04-03,13437.4
2017-04-10,13475.5
2017-04-17,13479.7
2017-04-24,13506.0
2017-05-01,13530.4
2017-05-08,13516.5
2017-05-15,13530.7
2017-05-22,13561.4
2017-05-29,13567.7
2017-06-05,13559.8
2017-06-12,13563.2
2017-06-19,13565.4
2017-06-26,13595.3
2017-07-03,13576.3
2017-07-10,13621.7
2017-07-17,13634.2
2017-07-24,13642.6
2017-07-31,13655.0
2017-08-07,13661.0
2017-08-14,13665.2
2017-08-21,13701.4
2017-08-28,13716.1
2017-09-04,13706.0
2017-09-11,13720.8
2017-09-18,13722.0
2017-09-25,13739.5
2017-10-02,13762.3
2017-10-09,13787.7
2017-10-16,13776.4
2017-10-23,13779.9
2017-10-30,13792.2
2017-11-06,13795.4
2017-11-13,13801.4
2017-11-20,13799.4
2017-11-27,13828.4
2017-12-04,13820.2
2017-12-11,13855.8
2017-12-18,13866.3
2017-12-25,13843.9
2018-01-01,13846.7
2018-01-08,13856.0
2018-01-15,13863.1
2018-01-22,13876.9
2018-01-29,13881.9
2018-02-05,13893.6
2018-02-12,13887.2
2018-02-19,13897.0
2018-02-26,13926.4
2018-03-05,13947.7
2018-03-12,13950.9
2018-03-19,13954.5
2018-03-26,13982.4
2018-04-02,13991.0
2018-04-09,13984.2
2018-04-16,13990.4
2018-04-23,14016.6
2018-04-30,14017.8
2018-05-07,14029.2
2018-05-14,14051.8
2018-05-21,14073.7
2018-05-28,14097.4
2018-06-04,14108.4
2018-06-11,14120.3
2018-06-18,14137.5
2018-06-25,14146.5
2018-07-02,14157.4
2018-07-09,14152.8
2018-07-16,14172.8
2018-07-23,14175.6
2018-07-30,14173.7
2018-08-06,14171.6
2018-08-13,14198.3
2018-08-20,14213.0
2018-08-27,14241.8
2018-09-03,14242.0
2018-09-10,14222.2
2018-09-17,14241.1
2018-09-24,14249.7
2018-10-01,14260.9
2018-10-08,14231.3
2018-10-15,14246.3
2018-10-22,14260.2
2018-10-29,14262.2
2018-11-05,14238.1
2018-11-12,14234.6
2018-11-19,14256.6
2018-11-26,14270.7
2018-12-03,14315.3
2018-12-10,14334.1
2018-12-17,14327.1
2018-12-24,14396.6
2018-12-31,14426.5
2019-01-07,14420.2
2019-01-14,14431.5
2019-01-21,14442.4
2019-01-28,14484.5
2019-02-04,14470.2
2019-02-11,14474.8
2019-02-18,14465.5
2019-02-25,14483.8
2019-03-04,14500.1
2019-03-11,14512.8
2019-03-18,14508.9
2019-03-25,14533.3
2019-04-01,14562.2
2019-04-08,14554.5
2019-04-15,14566.1
2019-04-22,14556.7
2019-04-29,14601.4
2019-05-06,14617.2
2019-05-13,14625.2
2019-05-20,14666.3
2019-05-27,14709.0
2019-06-03,14739.3
2019-06-10,14764.5
2019-06-17,14791.5
2019-06-24,14810.2
2019-07-01,14844.2
2019-07-08,14846.1
2019-07-15,14841.2
2019-07-22,14881.6
2019-07-29,14915.4
2019-08-05,14932.6
2019-08-12,14933.6
2019-08-19,14933.7
2019-08-26,14950.7
2019-09-02,14984.6
2019-09-09,14993.4
2019-09-16,15004.7
2019-09-23,15057.6
2019-09-30,15098.0
2019-10-07,15122.4
2019-10-14,15128.6
2019-10-21,15167.2
2019-10-28,15200.4
2019-11-04,15224.8
2019-11-11,15232.2
2019-11-18,15263.5
2019-11-25,15294.2
2019-12-02,15293.1
2019-12-09,15274.4
2019-12-16,15328.7
2019-12-23,15338.9
2019-12-30,15346.3
2020-01-06,15350.8
2020-01-13,15386.8
2020-01-20,15437.6
2020-01-27,15459.5
2020-02-03,15442.8
2020-02-10,15445.0
2020-02-17,15455.7
2020-02-24,15446.8
2020-03-02,15524.8
2020-03-09,15579.8
2020-03-16,15738.5
2020-03-23,16163.5
2020-03-30,16545.3
2020-04-06,16609.7
2020-04-13,16728.7
2020-04-20,17089.5
2020-04-27,17419.4
2020-05-04,17613.3
2020-05-11,17832.6
2020-05-18,17922.6
2020-05-25,17951.3
2020-06-01,17985.0
2020-06-08,18075.3
2020-06-15,18152.1
2020-06-22,18249.4
2020-06-29,18245.3
2020-07-06,18337.5
2020-07-13,18395.2
2020-07-20,18319.6
2020-07-27,18280.5
2020-08-03,18249.9
2020-08-10,18388.2
2020-08-17,18430.8
2020-08-24,18363.2
2020-08-31,18437.6
2020-09-07,18544.6
2020-09-14,18664.9
2020-09-21,18680.0
2020-09-28,18605.2
2020-10-05,18642.3
2020-10-12,18742.3
2020-10-19,18757.8
2020-10-26,18777.7
2020-11-02,18829.3
2020-11-09,18990.9
2020-11-16,19027.2
2020-11-23,19037.6
2020-11-30,18914.1
2020-12-07,19131.4
2020-12-14,19196.8
2020-12-21,19095.5
2020-12-28,18972.4
2021-01-04,19075.1
2021-01-11,19448.3
2021-01-18,19464.3
2021-01-25,19411.9
2021-02-01,19414.9
