dji_pctchg,snp_pctchg,vix_pctchg,libor_pctchg,exrate_pctchg,ffr_pctchg,ind_pctchg,pce_pctchg,unrate,m1_pctchg,m2_pctchg,t5_pctchg,t10_pctchg,div_pctchg,pe_ratio_pctchg,price_book_pctchg
0.000927458,-0.000591523,-0.000859845,0,-0.007862367,-0.023178808,0,0,6.8,-0.00209969,-0.001044235,-0.010416667,-0.015444015,-0.002025395,0.002016973,0.002064288
-0.00262759,-0.002038743,0.045611015,0,0,0,0,0,6.8,-0.00209969,-0.001044235,0,-0.011764706,-0.000897666,0.00092946,0
0.009145914,0.009972932,-0.028806584,0,-0.001280978,-0.019933555,0,0,6.8,0.003384869,0.000232295,-0.026315789,-0.011904762,0.00261729,-0.002626446,-0.002572773
0.003608209,0.000783035,0.025423729,0,0.004809791,0.027118644,0,0,6.8,0.003384869,0.000232295,-0.016216216,-0.008032129,-0.009039196,0.009145149,0.009138477
-0.001070663,0.001977711,0.003305785,0,-0.007552377,0.00990099,0,0,6.8,0.003384869,0.000232295,-0.054945055,-0.044534413,-0.003499253,0.003608532,0.003578471
-0.002069539,-0.001084505,-0.018945634,0,0,-0.022875817,0,0,6.8,0.003384869,0.000232295,0.011627907,0.012711864,0.001065299,-0.001071596,-0.001091544
0.000922947,0.002953022,-0.01427372,-1,0,0,0,0,6.8,0.003384869,0.000232295,-0.022988506,-0.012552301,0.001813022,-0.002069255,0
0.001992324,0.00359386,0.009369676,0,0.003524824,0.025723473,0,0,6.8,0.003464624,0.000841873,0.011764706,0.004237288,0.000196711,0.000922182,0.000948974
-0.001684328,-0.000884468,-0.031223629,0,-0.004683289,0.018808777,0.004782583,0.006784049,6.8,0.003464624,0.000841873,0.005813953,0.004219409,-0.007473548,0.00198986,0.001969078
-0.005212477,-0.003994399,0.033972125,0,-0.003422094,-0.067692308,0,0,6.7,0.003464624,0.000841873,-0.011560694,-0.008403361,0.000990766,-0.001681221,-0.001674067
0.002159299,8.67E-05,-0.059814659,-0.019230769,-0.011911149,-0.02970297,0,0,6.7,0.003464624,0.000841873,-0.035087719,-0.021186441,0.012827619,-0.005215657,-0.005249344
-0.007383146,-0.006112644,0.155913978,0,0,0,0,0,6.7,0.003464624,0.000841873,-1,0,-0.002149949,0.002158561,0
-0.005037333,-0.004078328,0.026356589,0,0.003940455,-0.028938907,0,0,6.7,0.002180629,0.001595313,0.012578616,-0.004504505,0.007443099,-0.007380154,-0.007386281
0.000156052,0.001861395,-0.04305136,0,-0.007304819,-0.009933775,0,0,6.7,0.002180629,0.001595313,0.055900621,0.045248869,0.005055022,-0.005039295,-0.005083622
0.008953888,0.009224046,-0.0765588,0,-0.002745744,-0.016722408,0,0,6.7,0.002180629,0.001595313,-0.029411765,-0.017316017,0.000657717,0.000154989,0.000148104
0.003473596,0.000736371,0.039316239,0,0,0,0,0,6.7,0.002180629,0.001595313,-0.018181818,-0.022026432,-0.008892669,0.008954761,0
-0.005076743,-0.004674726,0.081414474,0,0.000329009,-0.016393443,0,0,6.7,0.003535811,0.000173757,0.061728395,0.045045045,-0.003471951,0.003477708,0.003522419
0.004947754,0.003696482,-0.034220532,0,-0.005043296,0.126666667,0,0,6.7,0.003535811,0.000173757,0.005813953,0.021551724,0.03734586,-0.005078223,-0.00511883
-0.000770521,-0.004701068,0.051968504,0,0.002093686,-0.082840237,0,0,6.7,0.003535811,0.000173757,0,-0.004219409,-0.033020114,0.00494481,0.004998162
-0.004847377,-0.001305979,0.002245509,0,0.00505828,-0.035483871,0,0,6.7,0.003535811,0.000173757,0.005780347,0.004237288,0.002458633,-0.000770875,-0.000804505
-0.010364617,-0.008238343,0.090365945,0,0,0,0,0,6.7,0.003535811,0.000173757,0.028735632,0.021097046,0.003542648,-0.004847676,0
-0.010783617,-0.004614825,0.184931438,0,0.014442002,-0.044378698,0,0,6.7,-0.002710272,-8.69E-05,0.016759777,0.02892562,0.01330592,-0.010363862,-0.010370697
0.002764876,0.007175185,-0.205202266,0,-0.004314075,-0.027863777,0,0,6.7,-0.002710272,-8.69E-05,0.005494505,-0.008032129,0.008230925,-0.010783513,-0.010776663
-0.002049613,0.003375664,-0.028363636,0,0.005307604,-0.025477707,0,0,6.7,-0.002710272,-8.69E-05,-0.010928962,-0.016194332,-0.0027339,0.002768792,0.002779865
0.00094925,-0.000240278,-0.066616766,0,-0.001723909,-0.022875817,0,0,6.7,-0.002710272,-8.69E-05,0.005524862,0,0.002056046,-0.002049857,-0.00209785
0.006940186,0.009112128,0.001603849,0,0,0,0,0,6.7,-0.002710272,-8.69E-05,-0.049450549,-0.037037037,-0.00094992,0.000948463,0
-0.000470872,-0.000584645,-0.024019215,0,-0.004661247,-0.025316456,0,0,6.7,0.003985868,-2.90E-05,-0.011560694,-0.008547009,-0.006921994,-0.012071634,0.004350435
7.85E-05,-0.003076753,0.03609516,0.058823529,0.00076235,0.006493506,0,0,6.7,0.003985868,-2.90E-05,0.023391813,0.017241379,-0.003944698,-0.000471058,-0.000448096
-0.003134883,-0.002564587,0.028503563,0,0.010120808,0.287096774,0,0,6.7,0.003985868,-2.90E-05,0.034285714,0.025423729,-7.69E-05,7.95E-05,7.47E-05
0.00731058,0.00512062,-0.089299461,0,-0.001400539,-0.200501253,0.007678085,0.004721268,6.7,0.003985868,-2.90E-05,-0.038674033,-0.024793388,0.003114666,-0.1856129,-0.021740755
-0.000935491,0.000130066,0.086221471,0,0,0,0,0,6.8,0.003985868,-2.90E-05,-0.028735632,-0.016949153,-0.007244988,0.007306293,0
0.002655293,-0.000303429,0.009338521,0,0.000866291,-0.022508039,0,0,6.8,0.001624109,0.001303101,-0.017751479,-0.012931034,0.015522434,-0.002332406,-0.00106141
0.0032699,-0.000997446,-0.022359291,0,-0.001622861,-0.019736842,0,0,6.8,0.001624109,0.001303101,0,0.008733624,-0.013193916,0.002656973,0.002656345
-0.004267894,-0.003385851,0.036277603,0,0.000325087,-0.010067114,0,0,6.8,0.001624109,0.001303101,-0.012048193,-0.012987013,-0.002119216,0.003265713,0.003254863
0.000309772,0.00246092,-0.083713851,0,-0.007149778,-0.027118644,0,0,6.8,0.001624109,0.001303101,-0.048780488,-0.030701754,0.004286045,-0.004261951,-0.004300589
0.002418564,0.001238311,0.018272425,0,0,0,0,0,6.8,0.001624109,0.001303101,-1,0,-0.000307586,0.000304739,0
-7.79E-05,0.000520721,0.01223491,0,-0.004252524,0.069686411,0,0,6.8,0.002432213,-0.001214645,0,-0.027149321,-0.002422984,0.002423319,0.002348129
0.002799804,0.000802383,-0.082997583,0,0.005037221,-0.071661238,0,0,6.8,0.002432213,-0.001214645,0.013157895,0.009302326,7.71E-05,-8.29E-05,-7.56E-05
0.005117671,0.011571209,-0.033391916,0,0.006646328,0.049122807,0,0,6.8,0.002432213,-0.001214645,-0.006493506,-0.00921659,-0.002814187,0.002804487,0.002796252
0.002236589,0.005719455,-0.011818182,0,0.001407057,-0.006688963,0,0,6.8,0.002432213,-0.001214645,-0.026143791,-0.018604651,-0.005064368,0.005117996,0.005124727
0.003465844,-0.002236396,0.042318307,0,0,0,0,0,6.8,0.002432213,-0.001214645,0.026845638,0.014218009,-0.002253652,0.002234147,0
-0.001919109,-0.004781772,0.024713151,0,0.000749775,-0.02970297,0,0,6.8,0.000179727,2.90E-05,0,0,0.000662045,0.003466833,0.003516122
0.00269028,-0.00030026,-0.024978467,0,-0.000963331,-0.010204082,0,0,6.8,0.000179727,2.90E-05,0,0.004672897,-0.000739443,-0.001921635,-0.001938273
-0.002452659,-0.001523423,-0.010600707,0,0.008570849,0.010309278,0,0,6.8,0.000179727,2.90E-05,0.045751634,0.037209302,-0.003661006,0.002690007,0.002688975
0.00361374,-0.004491138,0.025,0,0.003186775,0.003401361,0,0,6.8,0.000179727,2.90E-05,0.03125,0.035874439,0.002462669,-0.002451281,-0.002458284
0.006661567,0.002007518,0.030487805,0,0,0,0,0,6.8,0.000179727,2.90E-05,0.018181818,0.008658009,-0.003587444,0.003610872,0
-0.000304909,0.000215373,0,0.018518519,-0.001054731,-0.044164038,0,0,6.8,0.006379155,0.00318499,-0.029761905,-0.025751073,-0.006652839,0.006665261,0.006696927
-0.00213209,0.000667665,0.015215554,0,0.001478186,-0.069306931,0,0,6.8,0.006379155,0.00318499,0.024539877,0.008810573,0.000315172,-0.000304031,-0.000295661
0.006330791,0.006715366,-0.010824313,0,-0.003900844,0.078014184,0,0,6.8,0.006379155,0.00318499,0.02994012,0.004366812,0.002126738,-0.002135626,-0.002144177
-0.001971338,0.000213747,-0.035353535,0,0.00635054,-0.003289474,0,0,6.8,0.006379155,0.00318499,0.005813953,0.013043478,-0.006288072,0.006332543,0.006298162
0.003265786,0.002714702,0.027923211,0,0,0,0,0,6.8,0.006379155,0.00318499,0.028901734,0.021459227,0.001977457,-0.001971935,0
0.001362122,-0.001406958,-0.003395586,0.018181818,0.001679293,-0.041269841,0,0,6.6,0.001428444,0.000577251,0.028089888,0.025210084,-0.000592066,-0.016069646,0.000590232
-0.009673678,-0.011570346,0.129471891,0,-0.004505448,-0.013245033,0,0,6.6,0.001428444,0.000577251,0.010928962,0.028688525,-0.002922591,0.001363864,0.001400973
-0.010074125,-0.011943327,0.107088989,0,0.001262972,0.003355705,0,0,6.6,0.001428444,0.000577251,0.016216216,0.003984064,0.008872693,-0.009670928,-0.009719461
0.00508967,0.004546585,0.019754768,0,-0.002627983,-0.013377926,0,0,6.6,0.001428444,0.000577251,0.053191489,0.03968254,0.013545347,-0.010076368,-0.010037921
0.001226858,0.001392571,-0.044088176,0,0,0,0,0,6.6,0.001428444,0.000577251,-0.055555556,-0.034351145,-0.014410227,0.005089467,0
-0.002146395,0.000260742,-0.025856045,0,0.005285412,-0.029605263,0,0,6.6,0.00454667,0.001874982,-0.016042781,-0.027667984,-0.007939315,0.001229457,0.001195636
0.00645042,0.007364313,-0.015781923,0,-0.002208191,-0.013559322,0,0,6.6,0.00454667,0.001874982,0.027173913,0.028455285,0.005665386,-0.002150642,-0.002164502
-0.000305746,-0.002328961,0.011661808,0,0.000948509,0,0,0,6.6,0.00454667,0.001874982,-1,0,-0.009454775,0.006451927,0.006507592
0.006026072,0.005944146,-0.03962536,0,-0.005053727,0.041237113,0,0,6.6,0.00454667,0.001874982,0,-0.019762846,0.000278396,-0.000303949,-0.000371581
-0.001894417,-0.003523958,0.084771193,0,0,0,0,0,6.6,0.00454667,0.001874982,0,0.012096774,-0.005963978,0.006025553,0
0.009041419,0.006447418,0.044951591,-0.017857143,0.003264929,-0.06501548,0,0,6.6,-0.003194888,-0.000691005,-0.010869565,-0.003984064,0.031398744,-0.001895748,-0.00192123
-0.001730078,-0.004135047,0.030443415,0,-0.000734831,-0.009933775,0,0,6.6,-0.003194888,-0.000691005,0.005494505,-0.004,-0.036415109,0.00904255,0.009032354
-0.005131807,-0.002560192,-0.05908799,0,0.005252652,0,0,0,6.6,-0.003194888,-0.000691005,0.027322404,0.020080321,0.001730591,-0.001732287,-0.001760951
0.002352543,-0.002200054,0.025938567,0.018181818,0.003448584,-0.016722408,0,0,6.6,-0.003194888,-0.000691005,0.042553191,0.039370079,0.005182804,-0.005130728,-0.005071665
-0.006432037,-0.007501083,0.057884232,0,0,0,0,0,6.6,-0.003194888,-0.000691005,0.015306122,0.015151515,-0.002358208,0.002355413,0
0.001068026,0.004138248,-0.102515723,0,-0.001044049,-0.036065574,0,0,6.6,0.00133547,-0.000345742,-0.020100503,-0.018656716,0.006490385,-0.006433049,-0.006412619
0.003649846,0.002884814,-0.053258584,0,-0.000836141,0.030612245,0,0,6.6,0.00133547,-0.000345742,-0.015384615,0.007604563,-0.000995144,0.001068774,0.00111276
-0.00098442,0.001514,0.019245004,0,0,0,0,0,6.6,0.00133547,-0.000345742,-1,0,-0.002470415,0.003643727,0
-0.001669377,-0.002505084,0.025417574,0,0,0,0,0,6.6,0.00133547,-0.000345742,-0.010526316,-0.015384615,0.001877372,-0.000981401,0
0.001672169,-0.000238114,-0.025495751,0,0.002709766,0.012820513,0,0,6.6,0.003023028,0.001902237,0.031914894,0.0234375,0.001674508,-0.001669334,-0.0016998
0.003564144,0.000216562,0.005087209,0,0.002702443,-0.028481013,0.005471683,0.0037329,6.6,0.003023028,0.001902237,0.005154639,0.003816794,-0.001950326,0.001672126,0.001702695
0.001360541,0.002641256,-0.023138106,0,-0.000310967,-0.009771987,0,0,6.5,0.003023028,0.001902237,0.015384615,0,-0.006380857,0.003565369,0.00354741
0.000529417,0.003843644,-0.060695781,0,-0.003732891,-0.026315789,0,0,6.5,0.003023028,0.001902237,0,-0.003802281,-0.000521774,0.001362211,0.001325576
0.001657607,0.003312564,0.011820331,0,0,0,0,0,6.5,0.003023028,0.001902237,-0.035353535,-0.030534351,-0.000522046,0.00052637,0
0.002336774,0.000707538,-0.033489097,-0.017857143,0.001368688,-0.101010101,0,0,6.5,0.001241025,0.000460273,0.015706806,0.003937008,-0.002370525,0.001660267,0.001690679
0.004208296,-0.001006944,0.004029009,0,0.000525739,0.074906367,0,0,6.5,0.001241025,0.000460273,0,0.003921569,-0.002335884,0.002332799,0.002348279
-0.001271914,-0.004525115,-0.002407705,-0.018181818,0.001471196,0.024390244,0,0,6.5,0.001241025,0.000460273,0,-0.00390625,-0.004198288,0.004212403,0.004173073
0.002919715,-0.000538584,0.013676589,0,-0.002623295,-0.013605442,0,0,6.5,0.001241025,0.000460273,0.036082474,0.023529412,0.001256689,-0.001274006,-0.001239428
0.006351806,0.003815272,-0.128571429,0,0,0,0,0,6.5,0.001241025,0.000460273,0.014925373,0.019157088,-0.00287461,0.002917667,0
-0.005791062,-0.005668915,0.013661202,0,0.00314099,-0.003378378,0,0,6.5,0,-0.00120766,0.024509804,0.018796992,-0.006334254,0.006352836,0.006332339
-0.006869491,-0.002634652,-0.008984726,-0.018518519,0.001774397,0.037288136,0,0,6.5,0,-0.00120766,0,0.007380074,0.042701863,-0.005788352,-0.0057862
0.002480541,0.003247878,-0.011786038,0,-0.003229892,-0.009803922,0,0,6.5,0,-0.00120766,0.004784689,0.003663004,-0.024493475,-0.006870157,-0.006838353
0.006824804,0.006561076,0.016513761,-0.018867925,0.000731682,-0.02970297,0,0,6.5,0,-0.00120766,-0.00952381,-0.00729927,-0.000803471,0.002478382,0.002417228
0.000970232,-0.00113641,-0.029783394,0,0,0,0,0,6.5,0,-0.00120766,-0.014423077,-0.014705882,-0.008121583,0.006825869,0
-0.00267896,-0.001180676,-0.062325581,0.009615385,-0.000731213,-0.01980198,0,0,6.5,0.002124834,0.000287886,0.014634146,0.01119403,-0.000972842,0.000971404,0.000943465
0.004549895,0.004341326,-0.076388889,0.00952381,-0.005435971,0.037037037,0,0,6.5,0.002124834,0.000287886,-0.038461538,-0.036900369,0.002677919,-0.002682248,-0.002682715
